"","CITY","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","X..SQUARE.FEET","State","Violent.Crimes","Murder.and.Non.Negligent.Manslaughter","Rape","Robbery","Aggravated.Assault"
"798","Dallas","Condo/Co-op",139900,2,2,1150,181471,1962,122,"Texas",8457,116,781,3856,3704
"799","Dallas","Single Family Residential",165000,4,2,1436,6534,2018,115,"Texas",8457,116,781,3856,3704
"800","Dallas","Single Family Residential",574500,5,3,2986,8451,1925,192,"Texas",8457,116,781,3856,3704
"801","Dallas","Single Family Residential",699000,4,3,2192,8364,1941,319,"Texas",8457,116,781,3856,3704
"802","Dallas","Condo/Co-op",174500,1,1,712,154028,1998,245,"Texas",8457,116,781,3856,3704
"803","Dallas","Single Family Residential",187900,3,2,1740,6011,2018,108,"Texas",8457,116,781,3856,3704
"804","Dallas","Single Family Residential",396500,3,2.5,2482,7754,1979,160,"Texas",8457,116,781,3856,3704
"806","Dallas","Single Family Residential",229000,3,2,1040,7492,1941,220,"Texas",8457,116,781,3856,3704
"807","Dallas","Single Family Residential",109900,3,2,1100,8233,1951,100,"Texas",8457,116,781,3856,3704
"810","Dallas","Single Family Residential",185900,3,2,1694,7623,2017,110,"Texas",8457,116,781,3856,3704
"811","Dallas","Single Family Residential",73000,3,1,1116,7536,1954,65,"Texas",8457,116,781,3856,3704
"812","Dallas","Single Family Residential",639900,3,2.5,2866,7754,1922,223,"Texas",8457,116,781,3856,3704
"813","Dallas","Single Family Residential",440000,4,3,3004,18557,1967,146,"Texas",8457,116,781,3856,3704
"814","Dallas","Single Family Residential",295000,3,2.5,1900,4356,1997,155,"Texas",8457,116,781,3856,3704
"815","Dallas","Single Family Residential",1159000,4,3,3732,5532,1985,311,"Texas",8457,116,781,3856,3704
"816","Dallas","Single Family Residential",650000,3,2,2092,7231,1930,311,"Texas",8457,116,781,3856,3704
"817","Dallas","Single Family Residential",354900,4,3,3948,10237,1956,90,"Texas",8457,116,781,3856,3704
"818","Dallas","Single Family Residential",479500,3,2.5,2015,12589,1964,238,"Texas",8457,116,781,3856,3704
"819","Dallas","Single Family Residential",99900,3,2,1050,7231,1925,95,"Texas",8457,116,781,3856,3704
"820","Dallas","Single Family Residential",162000,3,2,1403,8451,1976,115,"Texas",8457,116,781,3856,3704
"821","Dallas","Single Family Residential",88000,3,2,1408,8364,1950,63,"Texas",8457,116,781,3856,3704
"822","Dallas","Single Family Residential",205000,3,2.5,2208,6621,2008,93,"Texas",8457,116,781,3856,3704
"823","Dallas","Townhouse",615000,2,2.5,2082,1263,2006,295,"Texas",8457,116,781,3856,3704
"824","Dallas","Single Family Residential",339000,3,2,2205,3920,1986,154,"Texas",8457,116,781,3856,3704
"825","Dallas","Single Family Residential",184000,3,2,1380,5576,2010,133,"Texas",8457,116,781,3856,3704
"826","Dallas","Single Family Residential",119900,3,1,1139,8015,1953,105,"Texas",8457,116,781,3856,3704
"827","Dallas","Condo/Co-op",125000,2,2,1052,220283,1981,119,"Texas",8457,116,781,3856,3704
"828","Dallas","Single Family Residential",145000,3,2,1438,8015,1950,101,"Texas",8457,116,781,3856,3704
"829","Dallas","Condo/Co-op",150000,2,1,868,99099,1983,173,"Texas",8457,116,781,3856,3704
"830","Dallas","Condo/Co-op",424900,2,2.5,1574,10890,2018,270,"Texas",8457,116,781,3856,3704
"831","Dallas","Single Family Residential",519000,4,3,2946,10454,1968,176,"Texas",8457,116,781,3856,3704
"832","Dallas","Single Family Residential",375000,4,3,1950,10019,1982,192,"Texas",8457,116,781,3856,3704
"834","Dallas","Single Family Residential",182900,3,2,1608,8059,2017,114,"Texas",8457,116,781,3856,3704
"835","Dallas","Townhouse",647950,3,3.5,3089,2004,1998,210,"Texas",8457,116,781,3856,3704
"836","Dallas","Single Family Residential",799900,4,4.5,5143,15682,1984,156,"Texas",8457,116,781,3856,3704
"837","Dallas","Single Family Residential",309000,3,2,2098,8276,1983,147,"Texas",8457,116,781,3856,3704
"838","Dallas","Single Family Residential",525000,5,3.5,3844,8625,1997,137,"Texas",8457,116,781,3856,3704
"839","Dallas","Single Family Residential",152000,2,2,1140,7536,1950,133,"Texas",8457,116,781,3856,3704
"840","Dallas","Single Family Residential",698000,5,3.5,3821,7231,1996,183,"Texas",8457,116,781,3856,3704
"841","Dallas","Single Family Residential",192900,4,2,1600,6403,2017,121,"Texas",8457,116,781,3856,3704
"842","Dallas","Single Family Residential",134900,3,2,1020,11195,1955,132,"Texas",8457,116,781,3856,3704
"843","Dallas","Condo/Co-op",79900,2,2,1087,435295,1983,74,"Texas",8457,116,781,3856,3704
"844","Dallas","Single Family Residential",129900,3,2,1410,8364,2006,92,"Texas",8457,116,781,3856,3704
"845","Dallas","Condo/Co-op",250000,3,2.5,1520,22695,1969,164,"Texas",8457,116,781,3856,3704
"846","Dallas","Single Family Residential",60000,2,1,744,9104,1952,81,"Texas",8457,116,781,3856,3704
"847","Dallas","Single Family Residential",424900,4,3.5,2712,10542,1980,157,"Texas",8457,116,781,3856,3704
"849","Dallas","Single Family Residential",1299000,4,4.5,4765,34979,1939,273,"Texas",8457,116,781,3856,3704
"850","Dallas","Single Family Residential",494900,4,3,2759,14462,1972,179,"Texas",8457,116,781,3856,3704
"851","Dallas","Condo/Co-op",99000,1,1,678,381847,1981,146,"Texas",8457,116,781,3856,3704
"853","Dallas","Single Family Residential",389900,3,3,3034,7492,1997,129,"Texas",8457,116,781,3856,3704
"854","Dallas","Single Family Residential",125000,2,1,953,8189,1948,131,"Texas",8457,116,781,3856,3704
"855","Dallas","Single Family Residential",585000,3,2,2324,15333,1953,252,"Texas",8457,116,781,3856,3704
"856","Dallas","Single Family Residential",199900,3,2,1565,7928,1948,128,"Texas",8457,116,781,3856,3704
"857","Dallas","Single Family Residential",92900,3,1,920,6752,1945,101,"Texas",8457,116,781,3856,3704
"858","Dallas","Single Family Residential",169900,4,2,1650,7405,2017,103,"Texas",8457,116,781,3856,3704
"859","Dallas","Single Family Residential",169900,4,2,1733,6665,1978,98,"Texas",8457,116,781,3856,3704
"860","Dallas","Single Family Residential",539900,4,3.5,3196,12458,1971,169,"Texas",8457,116,781,3856,3704
"861","Dallas","Single Family Residential",525000,4,3.5,3206,9148,1986,164,"Texas",8457,116,781,3856,3704
"862","Dallas","Single Family Residential",315000,2,2,1568,9975,1955,201,"Texas",8457,116,781,3856,3704
"863","Dallas","Single Family Residential",119900,3,2,1184,3703,1986,101,"Texas",8457,116,781,3856,3704
"864","Dallas","Single Family Residential",295000,4,3,2851,11413,1958,103,"Texas",8457,116,781,3856,3704
"865","Dallas","Single Family Residential",519999,4,3,2887,10019,1979,180,"Texas",8457,116,781,3856,3704
"866","Dallas","Single Family Residential",149995,4,2,2008,3528,1990,75,"Texas",8457,116,781,3856,3704
"867","Dallas","Single Family Residential",171180,3,2,1554,9714,1954,110,"Texas",8457,116,781,3856,3704
"868","Dallas","Single Family Residential",675000,4,2.5,3909,10890,1984,173,"Texas",8457,116,781,3856,3704
"869","Dallas","Single Family Residential",450000,4,3,3006,8276,1984,150,"Texas",8457,116,781,3856,3704
"870","Dallas","Single Family Residential",262000,3,2,1868,5793,2018,140,"Texas",8457,116,781,3856,3704
"871","Dallas","Single Family Residential",227000,4,3,2613,8973,1979,87,"Texas",8457,116,781,3856,3704
"872","Dallas","Condo/Co-op",135000,2,1,737,319295,1985,183,"Texas",8457,116,781,3856,3704
"873","Dallas","Condo/Co-op",219900,1,1,913,154028,1998,241,"Texas",8457,116,781,3856,3704
"874","Dallas","Single Family Residential",299900,3,2,1963,11282,1960,153,"Texas",8457,116,781,3856,3704
"875","Dallas","Single Family Residential",735000,3,3.5,3180,4661,2006,231,"Texas",8457,116,781,3856,3704
"876","Dallas","Condo/Co-op",165000,2,1,812,111078,1964,203,"Texas",8457,116,781,3856,3704
"877","Dallas","Condo/Co-op",340000,2,2.5,1771,56933,2006,192,"Texas",8457,116,781,3856,3704
"878","Dallas","Condo/Co-op",92500,2,1,843,141962,1980,110,"Texas",8457,116,781,3856,3704
"879","Dallas","Single Family Residential",1125000,3,3.5,3404,18121,1955,330,"Texas",8457,116,781,3856,3704
"880","Dallas","Condo/Co-op",212500,2,1,1154,31668,1984,184,"Texas",8457,116,781,3856,3704
"882","Dallas","Condo/Co-op",129900,2,2,966,220806,1980,134,"Texas",8457,116,781,3856,3704
"883","Dallas","Single Family Residential",485000,4,3,2315,16509,1967,210,"Texas",8457,116,781,3856,3704
"884","Dallas","Single Family Residential",685000,4,2.5,2483,12807,1961,276,"Texas",8457,116,781,3856,3704
"885","Dallas","Single Family Residential",789000,4,4,2825,8102,1938,279,"Texas",8457,116,781,3856,3704
"887","Dallas","Single Family Residential",123900,3,2,1070,5009,1985,116,"Texas",8457,116,781,3856,3704
"888","Dallas","Single Family Residential",69900,2,1,1096,7057,1940,64,"Texas",8457,116,781,3856,3704
"889","Dallas","Single Family Residential",62000,3,1,1106,5924,1946,56,"Texas",8457,116,781,3856,3704
"890","Dallas","Single Family Residential",181900,3,2,1608,8625,2017,113,"Texas",8457,116,781,3856,3704
"891","Dallas","Single Family Residential",219000,2,1,1152,6142,1938,190,"Texas",8457,116,781,3856,3704
"892","Dallas","Condo/Co-op",119000,2,2,1110,102802,1974,107,"Texas",8457,116,781,3856,3704
"893","Dallas","Single Family Residential",474900,4,3,3496,13112,1970,136,"Texas",8457,116,781,3856,3704
"894","Dallas","Single Family Residential",285000,3,2,1483,11369,1955,192,"Texas",8457,116,781,3856,3704
"895","Dallas","Single Family Residential",239900,3,1,1528,9670,1951,157,"Texas",8457,116,781,3856,3704
"896","Dallas","Condo/Co-op",69000,1,1,667,90300,1982,103,"Texas",8457,116,781,3856,3704
"897","Dallas","Townhouse",319900,3,3,2080,3920,1995,154,"Texas",8457,116,781,3856,3704
"898","Dallas","Single Family Residential",479900,3,2.5,2315,15507,1959,207,"Texas",8457,116,781,3856,3704
"899","Dallas","Single Family Residential",399900,4,3,3192,7492,1993,125,"Texas",8457,116,781,3856,3704
"900","Dallas","Multi-Family (2-4 Unit)",166000,2,2,1433,4792,1981,116,"Texas",8457,116,781,3856,3704
"902","Dallas","Single Family Residential",505000,2,1,1261,7579,1945,400,"Texas",8457,116,781,3856,3704
"903","Dallas","Condo/Co-op",115000,2,2,899,347130,1970,128,"Texas",8457,116,781,3856,3704
"904","Dallas","Single Family Residential",149900,4,3,1044,8015,1961,144,"Texas",8457,116,781,3856,3704
"905","Dallas","Single Family Residential",199000,3,2,1200,7667,1950,166,"Texas",8457,116,781,3856,3704
"906","Dallas","Condo/Co-op",159900,3,2,1316,406676,1961,122,"Texas",8457,116,781,3856,3704
"907","Dallas","Single Family Residential",1785000,5,6.5,6228,15638,2013,287,"Texas",8457,116,781,3856,3704
"908","Dallas","Single Family Residential",514900,3,2.5,2142,8668,1962,240,"Texas",8457,116,781,3856,3704
"909","Dallas","Single Family Residential",1125000,4,4.5,4052,16248,1954,278,"Texas",8457,116,781,3856,3704
"910","Dallas","Townhouse",274990,3,2,1450,3615,1971,190,"Texas",8457,116,781,3856,3704
"911","Dallas","Single Family Residential",529900,4,2.5,3194,8756,1972,166,"Texas",8457,116,781,3856,3704
"912","Dallas","Condo/Co-op",235000,1,1,816,146187,1998,288,"Texas",8457,116,781,3856,3704
"913","Dallas","Condo/Co-op",117000,2,2,870,130680,1983,134,"Texas",8457,116,781,3856,3704
"914","Dallas","Condo/Co-op",179900,3,2,1323,463130,1981,136,"Texas",8457,116,781,3856,3704
"915","Dallas","Condo/Co-op",285000,2,2,1565,492707,1969,182,"Texas",8457,116,781,3856,3704
"916","Dallas","Single Family Residential",335000,3,2,1807,10062,1955,185,"Texas",8457,116,781,3856,3704
"917","Dallas","Townhouse",249000,2,2,1374,5097,1983,181,"Texas",8457,116,781,3856,3704
"918","Dallas","Single Family Residential",1100000,4,4.5,4082,8494,2018,269,"Texas",8457,116,781,3856,3704
"919","Dallas","Single Family Residential",1495000,4,5,4695,9583,2017,318,"Texas",8457,116,781,3856,3704
"921","Dallas","Condo/Co-op",425000,2,2.5,1637,8276,2017,260,"Texas",8457,116,781,3856,3704
"922","Dallas","Condo/Co-op",99000,2,2,987,347130,1970,100,"Texas",8457,116,781,3856,3704
"923","Dallas","Single Family Residential",105000,3,1,1406,8015,1956,75,"Texas",8457,116,781,3856,3704
"924","Dallas","Single Family Residential",128500,4,2,1076,10803,2005,119,"Texas",8457,116,781,3856,3704
"925","Dallas","Single Family Residential",100000,3,1,1220,9148,1949,82,"Texas",8457,116,781,3856,3704
"926","Dallas","Condo/Co-op",1695000,3,4,3749,91868,1981,452,"Texas",8457,116,781,3856,3704
"927","Dallas","Single Family Residential",199900,3,2,1071,7405,1960,187,"Texas",8457,116,781,3856,3704
"928","Dallas","Single Family Residential",89000,3,1.5,1344,7841,1970,66,"Texas",8457,116,781,3856,3704
"929","Dallas","Single Family Residential",379000,3,3,3626,10454,2011,105,"Texas",8457,116,781,3856,3704
"930","Dallas","Single Family Residential",949900,4,3.5,3988,7797,2005,238,"Texas",8457,116,781,3856,3704
"931","Dallas","Single Family Residential",233000,3,2,1398,7841,1982,167,"Texas",8457,116,781,3856,3704
"932","Dallas","Single Family Residential",1249000,4,5,4679,7318,2013,267,"Texas",8457,116,781,3856,3704
"933","Dallas","Single Family Residential",259000,3,2,1372,7275,1940,189,"Texas",8457,116,781,3856,3704
"934","Dallas","Single Family Residential",1495000,5,6,5389,18295,2017,277,"Texas",8457,116,781,3856,3704
"935","Dallas","Single Family Residential",799000,4,3.5,3570,7492,2005,224,"Texas",8457,116,781,3856,3704
"936","Dallas","Single Family Residential",220000,3,2,1516,6882,1940,145,"Texas",8457,116,781,3856,3704
"937","Dallas","Single Family Residential",510000,3,2,1921,11761,1953,265,"Texas",8457,116,781,3856,3704
"938","Dallas","Townhouse",399900,3,3,2280,3136,1977,175,"Texas",8457,116,781,3856,3704
"939","Dallas","Single Family Residential",570000,4,4,3004,12981,1970,190,"Texas",8457,116,781,3856,3704
"940","Dallas","Condo/Co-op",295000,2,2.5,1202,9714,1983,245,"Texas",8457,116,781,3856,3704
"941","Dallas","Single Family Residential",519500,4,3.5,2718,21344,1960,191,"Texas",8457,116,781,3856,3704
"942","Dallas","Condo/Co-op",65000,1,1,721,388555,1981,90,"Texas",8457,116,781,3856,3704
"944","Dallas","Single Family Residential",339000,2,2.5,2550,5532,1980,133,"Texas",8457,116,781,3856,3704
"945","Dallas","Single Family Residential",248000,5,3,1846,8189,1962,134,"Texas",8457,116,781,3856,3704
"946","Dallas","Single Family Residential",134900,3,2,1400,10237,1972,96,"Texas",8457,116,781,3856,3704
"947","Dallas","Single Family Residential",55000,4,2.5,2068,8276,1963,27,"Texas",8457,116,781,3856,3704
"948","Dallas","Single Family Residential",122500,4,1.5,1368,7884,1963,90,"Texas",8457,116,781,3856,3704
"949","Dallas","Single Family Residential",150000,3,2,1200,4748,2017,125,"Texas",8457,116,781,3856,3704
"950","Dallas","Single Family Residential",459500,3,2.5,3076,5837,1983,149,"Texas",8457,116,781,3856,3704
"951","Dallas","Single Family Residential",650000,3,2.5,1898,7231,1926,342,"Texas",8457,116,781,3856,3704
"952","Dallas","Single Family Residential",199900,2,1,1112,6490,1935,180,"Texas",8457,116,781,3856,3704
"953","Dallas","Single Family Residential",545000,3,2,1620,7231,1935,336,"Texas",8457,116,781,3856,3704
"954","Dallas","Single Family Residential",169900,3,2,1407,10890,2017,121,"Texas",8457,116,781,3856,3704
"955","Dallas","Single Family Residential",200000,4,2,1797,11064,2015,111,"Texas",8457,116,781,3856,3704
"956","Dallas","Condo/Co-op",105000,1,1,665,287888,1970,158,"Texas",8457,116,781,3856,3704
"958","Dallas","Single Family Residential",229000,3,2,1644,9932,1965,139,"Texas",8457,116,781,3856,3704
"959","Dallas","Single Family Residential",429900,4,2,2275,7797,1977,189,"Texas",8457,116,781,3856,3704
"960","Dallas","Single Family Residential",899900,4,3.5,4300,5750,2016,209,"Texas",8457,116,781,3856,3704
"961","Dallas","Single Family Residential",1029000,4,5,4279,8668,2015,240,"Texas",8457,116,781,3856,3704
"962","Dallas","Single Family Residential",160000,3,2,1576,7318,1976,102,"Texas",8457,116,781,3856,3704
"963","Dallas","Single Family Residential",650000,5,3,3687,9583,1996,176,"Texas",8457,116,781,3856,3704
"964","Dallas","Single Family Residential",515000,4,3,2855,7884,1982,180,"Texas",8457,116,781,3856,3704
"965","Dallas","Single Family Residential",500000,4,3.5,3247,11718,1983,154,"Texas",8457,116,781,3856,3704
"966","Dallas","Condo/Co-op",180000,2,1.5,920,249250,1983,196,"Texas",8457,116,781,3856,3704
"967","Dallas","Single Family Residential",485000,3,2,1943,8233,1950,250,"Texas",8457,116,781,3856,3704
"968","Dallas","Single Family Residential",430000,4,2.5,3014,8276,1978,143,"Texas",8457,116,781,3856,3704
"969","Dallas","Single Family Residential",750000,3,2,3048,8581,1950,246,"Texas",8457,116,781,3856,3704
"970","Dallas","Single Family Residential",429000,3,2,2168,9888,1965,198,"Texas",8457,116,781,3856,3704
"971","Dallas","Condo/Co-op",159900,2,2,1189,374529,1982,134,"Texas",8457,116,781,3856,3704
"972","Dallas","Townhouse",295000,3,2.5,1920,2831,1974,154,"Texas",8457,116,781,3856,3704
"973","Dallas","Single Family Residential",152855,2,2.5,1744,24524,1954,88,"Texas",8457,116,781,3856,3704
"974","Dallas","Single Family Residential",412500,2,2,1469,8712,1953,281,"Texas",8457,116,781,3856,3704
"975","Dallas","Single Family Residential",71100,3,1,962,7492,1957,74,"Texas",8457,116,781,3856,3704
"976","Dallas","Condo/Co-op",59900,2,2,958,783644,1982,63,"Texas",8457,116,781,3856,3704
"977","Dallas","Condo/Co-op",63000,2,2,964,783644,1982,65,"Texas",8457,116,781,3856,3704
"978","Dallas","Condo/Co-op",149900,2,2,1074,208391,1979,140,"Texas",8457,116,781,3856,3704
"979","Dallas","Condo/Co-op",105000,2,1,944,266936,1968,111,"Texas",8457,116,781,3856,3704
"980","Dallas","Townhouse",145000,3,3,1905,2744,1972,76,"Texas",8457,116,781,3856,3704
"981","Dallas","Single Family Residential",155000,3,2,1273,14462,2001,122,"Texas",8457,116,781,3856,3704
"982","Dallas","Single Family Residential",625000,4,4,3572,10454,1994,175,"Texas",8457,116,781,3856,3704
"983","Dallas","Single Family Residential",299999,3,2.5,2008,7841,1991,149,"Texas",8457,116,781,3856,3704
"984","Dallas","Single Family Residential",94000,3,2,1454,8625,1957,65,"Texas",8457,116,781,3856,3704
"985","Dallas","Single Family Residential",143900,4,2,1218,7013,1972,118,"Texas",8457,116,781,3856,3704
"987","Dallas","Single Family Residential",117000,3,2,1493,5489,1986,78,"Texas",8457,116,781,3856,3704
"988","Dallas","Single Family Residential",765000,3,2,2079,7362,1945,368,"Texas",8457,116,781,3856,3704
"989","Dallas","Single Family Residential",674900,4,3,2539,16204,1963,266,"Texas",8457,116,781,3856,3704
"991","Dallas","Single Family Residential",122900,4,2,1779,11108,1970,69,"Texas",8457,116,781,3856,3704
"992","Dallas","Condo/Co-op",219700,2,1,1029,649915,1951,214,"Texas",8457,116,781,3856,3704
"993","Dallas","Townhouse",149900,2,2,1516,5097,1976,99,"Texas",8457,116,781,3856,3704
"994","Dallas","Condo/Co-op",159900,2,2.5,1163,129635,1981,137,"Texas",8457,116,781,3856,3704
"995","Dallas","Single Family Residential",178000,3,2,1592,5924,2017,112,"Texas",8457,116,781,3856,3704
"996","Dallas","Single Family Residential",289950,4,2.5,2698,9496,1980,107,"Texas",8457,116,781,3856,3704
"997","Dallas","Single Family Residential",170000,4,2,1521,5097,2013,112,"Texas",8457,116,781,3856,3704
"998","Dallas","Single Family Residential",190000,3,2,1092,7754,1953,174,"Texas",8457,116,781,3856,3704
"999","Dallas","Condo/Co-op",325000,1,2,1340,58414,1962,243,"Texas",8457,116,781,3856,3704
"1000","Dallas","Single Family Residential",375000,4,3,2340,14810,1984,160,"Texas",8457,116,781,3856,3704
