"","CITY","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","X..SQUARE.FEET","State","Violent.Crimes","Murder.and.Non.Negligent.Manslaughter","Rape","Robbery","Aggravated.Assault"
"4379","Las Vegas","Single Family Residential",248500,3,2.25,1520,3920,2000,163,"Nevada",12876,122,780,4885,7089
"4380","Las Vegas","Single Family Residential",150000,4,1.75,1536,7405,1955,98,"Nevada",12876,122,780,4885,7089
"4381","Las Vegas","Single Family Residential",232500,3,2.5,1230,1742,2004,189,"Nevada",12876,122,780,4885,7089
"4382","Las Vegas","Single Family Residential",131900,3,2,1248,8276,1980,106,"Nevada",12876,122,780,4885,7089
"4383","Las Vegas","Townhouse",125000,2,1,854,3485,1979,146,"Nevada",12876,122,780,4885,7089
"4387","Las Vegas","Single Family Residential",495000,5,3.75,3818,7405,2016,130,"Nevada",12876,122,780,4885,7089
"4390","Las Vegas","Single Family Residential",179000,4,2.5,2061,9148,1997,87,"Nevada",12876,122,780,4885,7089
"4391","Las Vegas","Condo/Co-op",93000,3,2,1103,1103,1990,84,"Nevada",12876,122,780,4885,7089
"4392","Las Vegas","Single Family Residential",142000,3,2,1140,4792,1998,125,"Nevada",12876,122,780,4885,7089
"4394","Las Vegas","Single Family Residential",335124,3,2.5,2182,3485,2018,154,"Nevada",12876,122,780,4885,7089
"4400","Las Vegas","Single Family Residential",290000,4,2,1762,7405,1963,165,"Nevada",12876,122,780,4885,7089
"4401","Las Vegas","Single Family Residential",120000,3,2.5,1437,3485,1999,84,"Nevada",12876,122,780,4885,7089
"4402","Las Vegas","Townhouse",53000,3,1.5,1159,1307,1973,46,"Nevada",12876,122,780,4885,7089
"4403","Las Vegas","Single Family Residential",165000,6,3,2133,8712,1998,77,"Nevada",12876,122,780,4885,7089
"4404","Las Vegas","Single Family Residential",290000,4,3,2775,3920,2007,105,"Nevada",12876,122,780,4885,7089
"4405","Las Vegas","Single Family Residential",269000,3,2,1526,5227,1997,176,"Nevada",12876,122,780,4885,7089
"4406","Las Vegas","Single Family Residential",275000,2,2,1775,6970,1976,155,"Nevada",12876,122,780,4885,7089
"4411","Las Vegas","Single Family Residential",282000,3,2.5,2196,5227,1989,128,"Nevada",12876,122,780,4885,7089
"4412","Las Vegas","Single Family Residential",235000,4,2.5,1508,3049,2005,156,"Nevada",12876,122,780,4885,7089
"4413","Las Vegas","Single Family Residential",375000,3,2.5,1827,13068,1963,205,"Nevada",12876,122,780,4885,7089
"4414","Las Vegas","Single Family Residential",252000,3,2,1840,7841,1972,137,"Nevada",12876,122,780,4885,7089
"4415","Las Vegas","Townhouse",135000,3,2,1036,4792,1978,130,"Nevada",12876,122,780,4885,7089
"4416","Las Vegas","Single Family Residential",173000,3,2,1288,6534,1981,134,"Nevada",12876,122,780,4885,7089
"4417","Las Vegas","Single Family Residential",257000,3,2,1207,7405,1963,213,"Nevada",12876,122,780,4885,7089
"4418","Las Vegas","Single Family Residential",187500,4,2,1550,7200,1991,121,"Nevada",12876,122,780,4885,7089
"4419","Las Vegas","Single Family Residential",272000,4,2.75,2007,5227,1993,136,"Nevada",12876,122,780,4885,7089
"4420","Las Vegas","Single Family Residential",230000,3,2.5,1741,7405,1989,132,"Nevada",12876,122,780,4885,7089
"4421","Las Vegas","Single Family Residential",539000,4,3.25,3535,10890,1964,152,"Nevada",12876,122,780,4885,7089
"4422","Las Vegas","Single Family Residential",243000,3,2,1764,6970,1993,138,"Nevada",12876,122,780,4885,7089
"4424","Las Vegas","Condo/Co-op",110000,2,2,1156,1156,1996,95,"Nevada",12876,122,780,4885,7089
"4425","Las Vegas","Single Family Residential",193000,2,2,1214,4792,1983,159,"Nevada",12876,122,780,4885,7089
"4426","Las Vegas","Single Family Residential",274000,3,2,1583,5227,1997,173,"Nevada",12876,122,780,4885,7089
"4427","Las Vegas","Single Family Residential",635000,4,2.75,2508,4356,1989,253,"Nevada",12876,122,780,4885,7089
"4428","Las Vegas","Townhouse",220000,2,1.75,1363,3049,1989,161,"Nevada",12876,122,780,4885,7089
"4429","Las Vegas","Single Family Residential",435000,3,2.5,2718,11761,1998,160,"Nevada",12876,122,780,4885,7089
"4430","Las Vegas","Single Family Residential",432000,3,2,2486,7841,1989,174,"Nevada",12876,122,780,4885,7089
"4431","Las Vegas","Single Family Residential",315000,4,3,2264,2614,2014,139,"Nevada",12876,122,780,4885,7089
"4432","Las Vegas","Townhouse",149000,3,2,1412,2100,1989,106,"Nevada",12876,122,780,4885,7089
"4433","Las Vegas","Single Family Residential",77997,4,2,1512,6098,1978,52,"Nevada",12876,122,780,4885,7089
"4434","Las Vegas","Single Family Residential",214000,4,2.75,1953,5227,1977,110,"Nevada",12876,122,780,4885,7089
"4435","Las Vegas","Single Family Residential",191000,3,2.5,1373,3920,1996,139,"Nevada",12876,122,780,4885,7089
"4436","Las Vegas","Single Family Residential",233500,3,2,1487,5663,1994,157,"Nevada",12876,122,780,4885,7089
"4437","Las Vegas","Single Family Residential",200000,3,2.5,1655,3485,2004,121,"Nevada",12876,122,780,4885,7089
"4438","Las Vegas","Single Family Residential",182000,3,2,1316,5663,1994,138,"Nevada",12876,122,780,4885,7089
"4439","Las Vegas","Single Family Residential",300000,4,2.25,2437,6098,1997,123,"Nevada",12876,122,780,4885,7089
"4440","Las Vegas","Single Family Residential",245000,3,2.5,2295,3049,2006,107,"Nevada",12876,122,780,4885,7089
"4441","Las Vegas","Single Family Residential",215000,3,2,1598,5227,1994,135,"Nevada",12876,122,780,4885,7089
"4442","Las Vegas","Single Family Residential",300000,3,2.5,2064,3920,2008,145,"Nevada",12876,122,780,4885,7089
"4444","Las Vegas","Single Family Residential",210000,5,2.75,2203,4356,1998,95,"Nevada",12876,122,780,4885,7089
"4445","Las Vegas","Single Family Residential",250000,3,2,1616,6098,2001,155,"Nevada",12876,122,780,4885,7089
"4446","Las Vegas","Single Family Residential",186600,3,2.5,1337,1742,2003,140,"Nevada",12876,122,780,4885,7089
"4447","Las Vegas","Single Family Residential",430000,2,2,2216,6534,2003,194,"Nevada",12876,122,780,4885,7089
"4449","Las Vegas","Single Family Residential",383000,5,3,3136,5663,2002,122,"Nevada",12876,122,780,4885,7089
"4450","Las Vegas","Single Family Residential",439000,5,3,4643,7405,1997,95,"Nevada",12876,122,780,4885,7089
"4451","Las Vegas","Single Family Residential",225000,4,2.5,1994,3049,2003,113,"Nevada",12876,122,780,4885,7089
"4452","Las Vegas","Single Family Residential",205000,3,2.5,1517,4792,1996,135,"Nevada",12876,122,780,4885,7089
"4453","Las Vegas","Single Family Residential",395000,4,3.5,3730,6098,2005,106,"Nevada",12876,122,780,4885,7089
"4455","Las Vegas","Single Family Residential",257000,5,2.5,2277,5663,1974,113,"Nevada",12876,122,780,4885,7089
"4456","Las Vegas","Single Family Residential",229750,3,2.5,1623,4792,1985,142,"Nevada",12876,122,780,4885,7089
"4457","Las Vegas","Single Family Residential",318500,3,2.5,1954,3920,2006,163,"Nevada",12876,122,780,4885,7089
"4458","Las Vegas","Single Family Residential",275000,4,2.5,1664,3485,2008,165,"Nevada",12876,122,780,4885,7089
"4459","Las Vegas","Single Family Residential",375000,9,5.5,2400,46609,1954,156,"Nevada",12876,122,780,4885,7089
"4460","Las Vegas","Single Family Residential",225000,4,2.25,1638,6098,1983,137,"Nevada",12876,122,780,4885,7089
"4461","Las Vegas","Single Family Residential",165000,3,2,1338,6534,1986,123,"Nevada",12876,122,780,4885,7089
"4464","Las Vegas","Single Family Residential",635000,5,4.5,4612,20473,2005,138,"Nevada",12876,122,780,4885,7089
"4465","Las Vegas","Single Family Residential",340000,3,2,2106,6098,1995,161,"Nevada",12876,122,780,4885,7089
"4466","Las Vegas","Single Family Residential",242000,3,2,1595,5227,1994,152,"Nevada",12876,122,780,4885,7089
"4468","Las Vegas","Single Family Residential",210000,3,2.5,1364,3485,2001,154,"Nevada",12876,122,780,4885,7089
"4469","Las Vegas","Single Family Residential",288000,4,2.75,2014,4792,1995,143,"Nevada",12876,122,780,4885,7089
"4470","Las Vegas","Single Family Residential",169990,4,2,1554,11761,1983,109,"Nevada",12876,122,780,4885,7089
"4471","Las Vegas","Single Family Residential",284000,3,2.75,2144,4356,2003,132,"Nevada",12876,122,780,4885,7089
"4472","Las Vegas","Single Family Residential",285232,4,2.5,2097,3485,2017,136,"Nevada",12876,122,780,4885,7089
"4473","Las Vegas","Single Family Residential",355000,4,2.5,2362,19602,1983,150,"Nevada",12876,122,780,4885,7089
"4474","Las Vegas","Single Family Residential",314929,3,2.5,1848,3485,2016,170,"Nevada",12876,122,780,4885,7089
"4475","Las Vegas","Single Family Residential",320924,3,2.5,2071,3049,2016,155,"Nevada",12876,122,780,4885,7089
"4476","Las Vegas","Single Family Residential",359000,3,2.5,2537,4792,2004,142,"Nevada",12876,122,780,4885,7089
"4477","Las Vegas","Single Family Residential",425990,4,3,2412,11326,2017,177,"Nevada",12876,122,780,4885,7089
"4478","Las Vegas","Single Family Residential",240100,4,3,2054,4356,2004,117,"Nevada",12876,122,780,4885,7089
"4479","Las Vegas","Single Family Residential",230000,3,2,2112,5227,1993,109,"Nevada",12876,122,780,4885,7089
"4480","Las Vegas","Single Family Residential",370000,4,2,2959,14375,1998,125,"Nevada",12876,122,780,4885,7089
"4481","Las Vegas","Single Family Residential",395000,4,2.5,3862,13939,1996,102,"Nevada",12876,122,780,4885,7089
"4482","Las Vegas","Single Family Residential",205000,3,2.5,1486,3485,2006,138,"Nevada",12876,122,780,4885,7089
"4483","Las Vegas","Single Family Residential",213223,3,2.5,1934,3485,2006,110,"Nevada",12876,122,780,4885,7089
"4484","Las Vegas","Single Family Residential",246500,3,2.5,2322,4792,2003,106,"Nevada",12876,122,780,4885,7089
"4487","Las Vegas","Single Family Residential",240000,4,2.5,2492,5227,2005,96,"Nevada",12876,122,780,4885,7089
"4488","Las Vegas","Single Family Residential",387000,3,1.75,1530,44431,1970,253,"Nevada",12876,122,780,4885,7089
"4489","Las Vegas","Single Family Residential",502966,3,2.5,2599,4792,2017,194,"Nevada",12876,122,780,4885,7089
"4490","Las Vegas","Mobile/Manufactured Home",84000,2,1.5,1040,7405,1971,81,"Nevada",12876,122,780,4885,7089
"4491","Las Vegas","Single Family Residential",535000,4,3.5,4197,22651,1999,127,"Nevada",12876,122,780,4885,7089
"4493","Las Vegas","Single Family Residential",275000,4,2.25,1875,3920,2001,147,"Nevada",12876,122,780,4885,7089
"4494","Las Vegas","Single Family Residential",210000,4,2.25,1741,4356,2001,121,"Nevada",12876,122,780,4885,7089
"4495","Las Vegas","Single Family Residential",268000,4,2.5,2212,3920,2002,121,"Nevada",12876,122,780,4885,7089
"4496","Las Vegas","Single Family Residential",197000,3,2.5,1395,2614,2005,141,"Nevada",12876,122,780,4885,7089
"4497","Las Vegas","Single Family Residential",168214,3,2.5,1476,3485,2005,114,"Nevada",12876,122,780,4885,7089
"4498","Las Vegas","Single Family Residential",540000,5,3,3699,21344,2002,146,"Nevada",12876,122,780,4885,7089
"4499","Las Vegas","Single Family Residential",201500,2,1.75,1072,6970,1982,188,"Nevada",12876,122,780,4885,7089
"4500","Las Vegas","Single Family Residential",215000,3,2.5,1351,2178,2002,159,"Nevada",12876,122,780,4885,7089
"4501","Las Vegas","Single Family Residential",155000,3,2.5,1725,3485,2005,90,"Nevada",12876,122,780,4885,7089
"4502","Las Vegas","Single Family Residential",219000,3,1.75,1359,7841,1976,161,"Nevada",12876,122,780,4885,7089
"4503","Las Vegas","Single Family Residential",264500,4,1.5,1509,6098,1979,175,"Nevada",12876,122,780,4885,7089
"4504","Las Vegas","Single Family Residential",210000,3,2,1707,6970,1989,123,"Nevada",12876,122,780,4885,7089
"4505","Las Vegas","Single Family Residential",25000,4,2,1329,6098,1970,19,"Nevada",12876,122,780,4885,7089
"4506","Las Vegas","Single Family Residential",190000,3,2.5,1303,2614,2002,146,"Nevada",12876,122,780,4885,7089
"4507","Las Vegas","Single Family Residential",202000,4,2.5,1882,5663,2003,107,"Nevada",12876,122,780,4885,7089
"4508","Las Vegas","Single Family Residential",150000,3,2,1202,7841,1975,125,"Nevada",12876,122,780,4885,7089
"4509","Las Vegas","Single Family Residential",80750,2,2,1019,5227,1984,79,"Nevada",12876,122,780,4885,7089
"4510","Las Vegas","Single Family Residential",272500,4,2.75,2423,3049,2013,112,"Nevada",12876,122,780,4885,7089
"4511","Las Vegas","Single Family Residential",80786,3,2,1208,8276,1979,67,"Nevada",12876,122,780,4885,7089
"4512","Las Vegas","Single Family Residential",499500,5,3.75,3457,20473,1999,144,"Nevada",12876,122,780,4885,7089
"4513","Las Vegas","Single Family Residential",365000,5,2.75,2766,5663,2005,132,"Nevada",12876,122,780,4885,7089
"4514","Las Vegas","Single Family Residential",190000,3,2.5,1387,1742,2001,137,"Nevada",12876,122,780,4885,7089
"4515","Las Vegas","Townhouse",97500,2,2,1029,3920,1983,95,"Nevada",12876,122,780,4885,7089
"4517","Las Vegas","Single Family Residential",148600,4,2.5,1732,2178,2003,86,"Nevada",12876,122,780,4885,7089
"4518","Las Vegas","Condo/Co-op",64000,1,1.5,770,220,1985,83,"Nevada",12876,122,780,4885,7089
"4519","Las Vegas","Single Family Residential",229500,3,2,1396,4356,2004,164,"Nevada",12876,122,780,4885,7089
"4520","Las Vegas","Single Family Residential",245000,3,2.5,1725,3485,2003,142,"Nevada",12876,122,780,4885,7089
"4521","Las Vegas","Single Family Residential",194000,2,2.5,1188,1742,2002,163,"Nevada",12876,122,780,4885,7089
"4522","Las Vegas","Single Family Residential",145000,3,2,1218,3920,1984,119,"Nevada",12876,122,780,4885,7089
"4523","Las Vegas","Townhouse",165000,3,2.5,1685,871,2010,98,"Nevada",12876,122,780,4885,7089
"4524","Las Vegas","Single Family Residential",131000,2,2,1102,3485,1987,119,"Nevada",12876,122,780,4885,7089
"4525","Las Vegas","Single Family Residential",243500,3,2,1151,3920,2002,212,"Nevada",12876,122,780,4885,7089
"4526","Las Vegas","Single Family Residential",339085,5,2.75,2818,6098,2017,120,"Nevada",12876,122,780,4885,7089
"4528","Las Vegas","Single Family Residential",145000,3,2,1218,3920,1984,119,"Nevada",12876,122,780,4885,7089
"4529","Las Vegas","Single Family Residential",225000,3,2.5,1454,3485,1997,155,"Nevada",12876,122,780,4885,7089
"4530","Las Vegas","Single Family Residential",220000,3,2.5,1854,3485,2004,119,"Nevada",12876,122,780,4885,7089
"4531","Las Vegas","Single Family Residential",929888,5,4.5,5049,20038,2005,184,"Nevada",12876,122,780,4885,7089
"4533","Las Vegas","Single Family Residential",296200,3,2.5,2036,4792,1998,145,"Nevada",12876,122,780,4885,7089
"4534","Las Vegas","Single Family Residential",165000,4,2,1442,4792,2005,114,"Nevada",12876,122,780,4885,7089
"4536","Las Vegas","Single Family Residential",172000,3,2.5,1362,1742,2005,126,"Nevada",12876,122,780,4885,7089
"4537","Las Vegas","Single Family Residential",542990,4,3,3038,10019,2017,179,"Nevada",12876,122,780,4885,7089
"4538","Las Vegas","Single Family Residential",230000,3,2.5,1637,6970,1995,141,"Nevada",12876,122,780,4885,7089
"4539","Las Vegas","Townhouse",170000,2,0.75,854,3920,1979,199,"Nevada",12876,122,780,4885,7089
"4540","Las Vegas","Single Family Residential",216000,4,2.5,1700,5227,1992,127,"Nevada",12876,122,780,4885,7089
"4542","Las Vegas","Townhouse",150000,3,2.5,1899,2614,1985,79,"Nevada",12876,122,780,4885,7089
"4544","Las Vegas","Single Family Residential",399990,4,3.5,3180,4792,2017,126,"Nevada",12876,122,780,4885,7089
"4545","Las Vegas","Single Family Residential",195000,4,3,1702,1742,2016,115,"Nevada",12876,122,780,4885,7089
"4546","Las Vegas","Single Family Residential",300000,3,2,1792,14375,1990,167,"Nevada",12876,122,780,4885,7089
"4547","Las Vegas","Single Family Residential",570000,4,3.25,3318,30056,1998,172,"Nevada",12876,122,780,4885,7089
"4548","Las Vegas","Single Family Residential",520000,3,2.5,2595,5227,2017,200,"Nevada",12876,122,780,4885,7089
"4549","Las Vegas","Single Family Residential",490000,4,2.5,3419,8276,2007,143,"Nevada",12876,122,780,4885,7089
"4550","Las Vegas","Single Family Residential",330000,4,2,1965,28314,1984,168,"Nevada",12876,122,780,4885,7089
"4551","Las Vegas","Single Family Residential",220000,3,2.5,1435,2178,2003,153,"Nevada",12876,122,780,4885,7089
"4552","Las Vegas","Single Family Residential",185000,3,3,1362,1742,2006,136,"Nevada",12876,122,780,4885,7089
"4553","Las Vegas","Single Family Residential",305000,4,2.75,2177,6970,1993,140,"Nevada",12876,122,780,4885,7089
"4554","Las Vegas","Single Family Residential",210000,3,2.5,1836,3485,2012,114,"Nevada",12876,122,780,4885,7089
"4555","Las Vegas","Single Family Residential",475000,4,2.25,3503,33106,1998,136,"Nevada",12876,122,780,4885,7089
"4556","Las Vegas","Single Family Residential",485000,4,2.5,2701,20909,1997,180,"Nevada",12876,122,780,4885,7089
"4557","Las Vegas","Single Family Residential",185000,3,2,1446,6534,1987,128,"Nevada",12876,122,780,4885,7089
"4558","Las Vegas","Single Family Residential",165000,4,2.5,1601,1742,2007,103,"Nevada",12876,122,780,4885,7089
"4559","Las Vegas","Single Family Residential",109000,4,2.5,1736,5227,2004,63,"Nevada",12876,122,780,4885,7089
"4560","Las Vegas","Single Family Residential",189000,3,2.5,1882,3485,2005,100,"Nevada",12876,122,780,4885,7089
"4562","Las Vegas","Single Family Residential",180000,3,2,1367,5227,2004,132,"Nevada",12876,122,780,4885,7089
"4563","Las Vegas","Single Family Residential",240000,4,2.5,1955,3920,2013,123,"Nevada",12876,122,780,4885,7089
"4564","Las Vegas","Single Family Residential",251500,3,3,2173,3920,2016,116,"Nevada",12876,122,780,4885,7089
"4565","Las Vegas","Single Family Residential",371000,5,3,2112,5663,1996,176,"Nevada",12876,122,780,4885,7089
"4566","Las Vegas","Townhouse",182000,2,1.75,1232,2614,1997,148,"Nevada",12876,122,780,4885,7089
"4567","Las Vegas","Single Family Residential",498000,5,3.75,3269,8276,2014,152,"Nevada",12876,122,780,4885,7089
"4568","Las Vegas","Single Family Residential",270000,3,2.5,1661,3485,2006,163,"Nevada",12876,122,780,4885,7089
"4570","Las Vegas","Single Family Residential",165000,3,2,1252,6534,1987,132,"Nevada",12876,122,780,4885,7089
"4571","Las Vegas","Single Family Residential",125000,2,1.75,1654,6098,1969,76,"Nevada",12876,122,780,4885,7089
"4572","Las Vegas","Single Family Residential",5075000,6,6,10365,27878,2009,490,"Nevada",12876,122,780,4885,7089
"4573","Las Vegas","Single Family Residential",335000,3,2.5,1845,4356,2003,182,"Nevada",12876,122,780,4885,7089
"4577","Las Vegas","Single Family Residential",120000,4,2,1788,7841,1945,67,"Nevada",12876,122,780,4885,7089
"4579","Las Vegas","Townhouse",245000,2,2,1337,4792,2000,183,"Nevada",12876,122,780,4885,7089
"4581","Las Vegas","Single Family Residential",835000,4,2.5,3364,10890,2001,248,"Nevada",12876,122,780,4885,7089
"4582","Las Vegas","Single Family Residential",160000,3,2.5,1372,4356,1990,117,"Nevada",12876,122,780,4885,7089
"4583","Las Vegas","Single Family Residential",415000,3,2.5,2257,10019,1998,184,"Nevada",12876,122,780,4885,7089
"4585","Las Vegas","Single Family Residential",154500,4,1.75,1512,6098,1982,102,"Nevada",12876,122,780,4885,7089
"4586","Las Vegas","Single Family Residential",196200,3,3.25,1497,6970,1964,131,"Nevada",12876,122,780,4885,7089
"4589","Las Vegas","Single Family Residential",355000,4,2.5,2232,23958,2003,159,"Nevada",12876,122,780,4885,7089
"4590","Las Vegas","Single Family Residential",190000,3,2.5,1509,6098,1990,126,"Nevada",12876,122,780,4885,7089
"4591","Las Vegas","Single Family Residential",309000,4,2.5,2882,7841,2001,107,"Nevada",12876,122,780,4885,7089
"4594","Las Vegas","Single Family Residential",151500,3,2,1092,4356,1995,139,"Nevada",12876,122,780,4885,7089
"4595","Las Vegas","Single Family Residential",154000,3,2,1231,4792,1993,125,"Nevada",12876,122,780,4885,7089
"4596","Las Vegas","Single Family Residential",159000,3,1.75,1310,9583,1955,121,"Nevada",12876,122,780,4885,7089
"4597","Las Vegas","Single Family Residential",165000,4,1.75,1178,6970,1972,140,"Nevada",12876,122,780,4885,7089
"4598","Las Vegas","Single Family Residential",197000,4,2.5,1634,5663,1962,121,"Nevada",12876,122,780,4885,7089
"4599","Las Vegas","Single Family Residential",261000,2,1.75,1284,4792,1987,203,"Nevada",12876,122,780,4885,7089
"4600","Las Vegas","Single Family Residential",615000,3,2.5,2683,10890,2005,229,"Nevada",12876,122,780,4885,7089
"4601","Las Vegas","Single Family Residential",520000,4,3.25,3128,10890,2001,166,"Nevada",12876,122,780,4885,7089
"4602","Las Vegas","Single Family Residential",300000,4,2,2377,14375,1988,126,"Nevada",12876,122,780,4885,7089
"4603","Las Vegas","Single Family Residential",150000,3,2,1421,6534,1960,106,"Nevada",12876,122,780,4885,7089
"4604","Las Vegas","Single Family Residential",650000,5,3.5,3681,8712,2002,177,"Nevada",12876,122,780,4885,7089
"4606","Las Vegas","Townhouse",136000,3,1,872,5663,1979,156,"Nevada",12876,122,780,4885,7089
"4607","Las Vegas","Single Family Residential",205000,4,2,1950,6534,1981,105,"Nevada",12876,122,780,4885,7089
"4608","Las Vegas","Single Family Residential",295000,3,2.75,2022,3485,2007,146,"Nevada",12876,122,780,4885,7089
"4609","Las Vegas","Single Family Residential",193000,3,1,1347,6970,1953,143,"Nevada",12876,122,780,4885,7089
"4610","Las Vegas","Single Family Residential",175000,3,2,1372,3920,1996,128,"Nevada",12876,122,780,4885,7089
"4611","Las Vegas","Single Family Residential",275000,4,2.5,1715,2614,2006,160,"Nevada",12876,122,780,4885,7089
"4613","Las Vegas","Single Family Residential",225000,3,2,1594,4792,2003,141,"Nevada",12876,122,780,4885,7089
"4614","Las Vegas","Single Family Residential",285000,3,3,1897,3049,2005,150,"Nevada",12876,122,780,4885,7089
"4615","Las Vegas","Single Family Residential",303000,6,3,3106,5227,2001,98,"Nevada",12876,122,780,4885,7089
"4616","Las Vegas","Single Family Residential",723000,6,4.5,4503,8712,2001,161,"Nevada",12876,122,780,4885,7089
"4617","Las Vegas","Single Family Residential",200000,3,2,1413,5227,2001,142,"Nevada",12876,122,780,4885,7089
"4619","Las Vegas","Single Family Residential",175000,3,2,1135,4356,1992,154,"Nevada",12876,122,780,4885,7089
"4620","Las Vegas","Single Family Residential",262500,3,2.25,1711,4356,2005,153,"Nevada",12876,122,780,4885,7089
"4622","Las Vegas","Single Family Residential",175000,4,2.5,1388,7405,1954,126,"Nevada",12876,122,780,4885,7089
"4624","Las Vegas","Single Family Residential",720000,5,3,4066,8276,1998,177,"Nevada",12876,122,780,4885,7089
"4627","Las Vegas","Single Family Residential",374999,4,3,2587,4356,2014,145,"Nevada",12876,122,780,4885,7089
"4629","Las Vegas","Single Family Residential",427500,3,2,2404,6970,2006,178,"Nevada",12876,122,780,4885,7089
"4630","Las Vegas","Single Family Residential",259900,4,3,2116,6098,1974,123,"Nevada",12876,122,780,4885,7089
"4631","Las Vegas","Single Family Residential",225000,3,2.5,1408,2178,2008,160,"Nevada",12876,122,780,4885,7089
"4632","Las Vegas","Single Family Residential",235000,3,2.5,1351,2614,2008,174,"Nevada",12876,122,780,4885,7089
"4633","Las Vegas","Single Family Residential",275000,3,2.5,1935,3485,2005,142,"Nevada",12876,122,780,4885,7089
"4634","Las Vegas","Single Family Residential",220000,3,2.5,1478,1742,2001,149,"Nevada",12876,122,780,4885,7089
"4635","Las Vegas","Townhouse",261100,2,2,1473,3485,2000,177,"Nevada",12876,122,780,4885,7089
"4636","Las Vegas","Single Family Residential",239800,3,2,1704,6098,2001,141,"Nevada",12876,122,780,4885,7089
"4637","Las Vegas","Single Family Residential",262000,3,2.5,1668,4792,2001,157,"Nevada",12876,122,780,4885,7089
"4638","Las Vegas","Single Family Residential",210000,3,2.25,1502,1742,2004,140,"Nevada",12876,122,780,4885,7089
"4639","Las Vegas","Single Family Residential",253000,3,3,1421,2614,2005,178,"Nevada",12876,122,780,4885,7089
"4641","Las Vegas","Single Family Residential",290000,4,2.5,2396,3485,2003,121,"Nevada",12876,122,780,4885,7089
"4642","Las Vegas","Single Family Residential",481875,3,1.75,2534,9583,1961,190,"Nevada",12876,122,780,4885,7089
"4643","Las Vegas","Single Family Residential",285000,3,2.75,2415,3485,2006,118,"Nevada",12876,122,780,4885,7089
"4644","Las Vegas","Single Family Residential",215000,3,2.5,1354,2614,2006,159,"Nevada",12876,122,780,4885,7089
"4645","Las Vegas","Single Family Residential",449990,4,3,2600,6534,2017,173,"Nevada",12876,122,780,4885,7089
"4646","Las Vegas","Single Family Residential",307248,4,3,2367,3485,2017,130,"Nevada",12876,122,780,4885,7089
"4647","Las Vegas","Single Family Residential",210000,4,1.75,1382,7841,1973,152,"Nevada",12876,122,780,4885,7089
"4648","Las Vegas","Townhouse",215000,3,2.25,1331,2614,1994,162,"Nevada",12876,122,780,4885,7089
"4649","Las Vegas","Single Family Residential",203000,2,2.5,1188,1742,2003,171,"Nevada",12876,122,780,4885,7089
"4650","Las Vegas","Townhouse",175000,3,2.5,1826,2000,2005,96,"Nevada",12876,122,780,4885,7089
"4651","Las Vegas","Single Family Residential",206000,3,2.5,1794,2614,2007,115,"Nevada",12876,122,780,4885,7089
"4652","Las Vegas","Single Family Residential",32120,4,4.5,4423,10890,2001,7,"Nevada",12876,122,780,4885,7089
"4653","Las Vegas","Single Family Residential",669990,4,3.5,3845,22216,2017,174,"Nevada",12876,122,780,4885,7089
"4655","Las Vegas","Single Family Residential",235000,3,2.5,1478,3485,2004,159,"Nevada",12876,122,780,4885,7089
"4656","Las Vegas","Single Family Residential",275000,3,2.75,1995,3920,2006,138,"Nevada",12876,122,780,4885,7089
"4657","Las Vegas","Single Family Residential",287000,4,2,2382,8276,1963,120,"Nevada",12876,122,780,4885,7089
"4658","Las Vegas","Single Family Residential",561000,4,4,3829,19602,2006,147,"Nevada",12876,122,780,4885,7089
"4659","Las Vegas","Single Family Residential",272000,3,2.5,1697,3920,2011,160,"Nevada",12876,122,780,4885,7089
"4660","Las Vegas","Single Family Residential",215000,4,2,2051,5663,1994,105,"Nevada",12876,122,780,4885,7089
"4661","Las Vegas","Single Family Residential",220000,3,2,1368,6970,1968,161,"Nevada",12876,122,780,4885,7089
"4662","Las Vegas","Single Family Residential",180000,3,2,1100,6534,1983,164,"Nevada",12876,122,780,4885,7089
"4663","Las Vegas","Single Family Residential",270000,3,2.5,2547,3920,2000,106,"Nevada",12876,122,780,4885,7089
"4664","Las Vegas","Single Family Residential",220000,3,2,1917,6534,1960,115,"Nevada",12876,122,780,4885,7089
"4665","Las Vegas","Single Family Residential",275000,4,2.5,1915,5663,1995,144,"Nevada",12876,122,780,4885,7089
"4666","Las Vegas","Single Family Residential",776000,5,3.5,4813,27443,2000,161,"Nevada",12876,122,780,4885,7089
"4667","Las Vegas","Single Family Residential",115000,3,1,1014,6098,1971,113,"Nevada",12876,122,780,4885,7089
"4668","Las Vegas","Single Family Residential",224500,3,2.5,1788,4792,1998,126,"Nevada",12876,122,780,4885,7089
"4669","Las Vegas","Single Family Residential",345000,3,2.5,2102,7405,1987,164,"Nevada",12876,122,780,4885,7089
"4670","Las Vegas","Single Family Residential",195000,2,1.75,995,4356,1986,196,"Nevada",12876,122,780,4885,7089
"4671","Las Vegas","Single Family Residential",424000,5,3.5,3546,6098,2006,120,"Nevada",12876,122,780,4885,7089
"4672","Las Vegas","Single Family Residential",323000,4,2.5,2091,7405,1995,154,"Nevada",12876,122,780,4885,7089
"4673","Las Vegas","Single Family Residential",205000,4,2.5,1526,2614,2001,134,"Nevada",12876,122,780,4885,7089
